,ID,Text,topic
482,PLTE063SRC002,"Congress today accused Prime Minister Narendra Modi of making women's security a poll issue in UP while ignoring it in BJP-ruled states, and demanded a High Court-monitored judicial probe into the Naliya sex scandal in Gujarat. The opposition party targeted the Prime Minister for making big speeches on women's safety and law and order in Uttar Pradesh while ignoring incidents in states ruled by BJP including his home state of Gujarat. Mahila Congress chief Shobha Oza said, ""The party which raised the slogan 'Beti Bachao, Beti Padhao' has senior leaders who have abused women. They can't or don't see the prevalence of gender violence in BJP-ruled states. For them slogans are more important than action. Why don't they raise the issues of gender abuse in BJP-ruled states?"" Oza cited the case of a Naliya girl who was gangraped by her employer who was a member of BJP and had alleged that she was drugged and raped by BJP leaders. She said, ""Congress party has been demanding a judicial probe through a sitting judge of the High Court to catch the culprits"". She said the party is not satisfied with the SIT probe into it as it is a ploy to save BJP leaders. ""This is a sex scandal, where girls were abused for the pleasure of senior leaders and ministers. Whose names are coming up in connection to this horrendous event. BJP, RSS, VHP leaders and members. ""The terrible incident in Kutch is one example. Many women were raped and pushed to prostitution. The situation is so bad and cases are constantly coming up,"" she said. The Mahila Congress later also staged a dharna outside the BJP headquarters against BJP leaders accused of raping women in Gujarat and of running an alleged sex racket. She added that the onus of good governance lies with the Prime Minister to protect women. She cited NCRB data that reveals BJP-ruled states of Madhya Pradesh, Rajasthan and Maharashtra have a high incidence of violence against women. Oza said the Prime Minister said that UP has the highest incidence of violence against women. ""Evidently he hasn't seen the data, which shows the high incidence of crimes against women in MP, Rajasthan and Maharashtra,"" she said Congress spokesperson Sushmita Dev said, ""If Prime Minister Modi believed in fighting for women's issues their heads should hang in shame about what happened in BJP states. Prime Minister Modi has one standard for BJP-ruled states and another for non-BJP states. He has made gender violence merely an election issue"". She said Gujarat model is the ""darkest model"" for women in India and Modi's sloganeering needs to stop and he needs to fulfil his promises on helping women in India and safeguard their rights. Dev also said that Modi travelled across the nation and spoke on the security of women. ""But, when a woman was raped in a cab, PM Modi said 'Can't we remain silent. Why are we politicising this'. Prime Minister made women security an electoral issue. For BJP there are two standards,"" she said. Oza said while UP CM Akhilesh Yadav has agreed for a probe by any independent agency, she asked why Modi not ready for investigation of such incidents that took place in Gujarat, Assam and other BJP-ruled states. Dev said, ""It is a shame that Prime Minister of India has chosen to make the dignity of women only an election issue"". ""If you have the courage, please have a sitting judge of the High Court to overlook this scandal which we feel is deep-rooted which spreads from Gandhinagar to Delhi,"" she asked the PM. She said the PM makes big speeches about women safety and law and order in his election rallies, but is not ready for an investigation of such incidents in Gujarat, Assam and other BJP-ruled states. ""Modi government has completed half its term but women's security situation in Gujarat, the home state of PM Shri Modi, has become so unfortunate that women there need to be saved from the BJP leaders themselves,"" she said. ""Why has the Prime Minister and BJP, who had given the slogan of 'Beti Bachao, Beti Padhao', maintained a stoic silence on the issue of 'Naliya Sex Scandal' of Kutch? The slogan of 'Beti Bachao' is simply a hollow one and BJP and RSS leaders have become exploiters of women in the country. The sex scandal of Naliya has unmasked the real 'Chaal, Charitra and Chehra' of BJP,"" she said. Congress women leaders including party Rajya Sabha MP Rajni Patil and national media panelist Amee Ben Yagnik alleged that such incidents are not limited to BJP and RSS workers but it is linked to other top leaders too, which include leaders of Gujarat and also other BJP-ruled states. They said they are trying to threaten, blackmail and even lure the victim's family as well as malign the victim's character. ""The past record of Gujarat government have time and again proved that SIT investigation is a mere lip service to save the real culprits. In this context, it is appropriate to ask as to why this shameful incident (Naliya) is not being investigated by a sitting judge under the supervision of High Court?"" they asked.",POLITICS
483,PLTE063SRC003,"The Congress, which has been raising the Naliya gangrape issue aggressively in the Gujarat Assembly, today cooperated with the government for the passage of Budget, but not before extracting an assurance from the Chief Minister Vijay Rupani on a fair probe in the case. 

When the proceedings began today, the Congress MLAs created a din on the issue, prompting the Speaker Ramanlal Vora to adjourn the proceedings for an hour. 

While raising the gang rape case in the question hour, the Congress MLA Shailesh Parmar objected to the remarks made by the MoS for Home Pradeepsinh Jadeja on black dresses worn by the Congress legislators yesterday, which was already expunged by the Speaker. 

As the Congress MLAs resorted to sloganeering, the Speaker once again adjourned the house for an hour. 

When the Assembly reconvened, the Leader of Opposition Shankarsinh Vaghela sought assurance from the government over the investigation into the case, saying they will allow the House to function only after such promise is made. 

Stepping in, Rupani said his government had taken a strict action against all the accused persons by arresting them immediately after the complaint was filed. 

""We have also arrested the BJP members named in the gangrape case and suspended them from the party,"" he said. 

Saying that nobody will be spared, Rupani asked Vaghela to give his suggestion on the probe and assured him of acting on it. 

To this, Vaghela demanded a judicial inquiry by a sitting high court judge into the incident, however, the CM did not commit anything. 

The Congress then agreed to allow the House to function for the presentation of the state Budget 2017-18. 

Taking up the issue aggressively, the Congress yesterday disrupted the customary address of state Governor O P Kohli and created a din, resulting in repeated adjournments and suspension of nearly 48 party MLAs for the day. 

The gangrape incident dates back to last year. 

In her FIR, the 24-year-old woman had stated she was raped by at least nine persons on different occasions by threatening to release the video clip of the said act. 

A Special Investigation Team had arrested eight persons, including four local BJP leaders, in connection with the incident. 

The party has since suspended them after their names cropped up in the FIR. 

According to the woman, the accused persons used to run a sex racket in Kutch district and blackmail the victims.",POLITICS
484,PLTE064SRC001,"Prime Minister Narendra Modi will interact with 172 newly inducted IAS officers, who have completed their three-month stint at Centre as assistant secretaries in the Capital on Thursday.
The Prime Minister will address valedictory session of the assistant secretaries (IAS-2014 batch) here tomorrow, a press release issued on Wednesday by personnel ministry said.
These officers started working as assistant secretaries in 58 Central government departments w.e.f. August 1, instead of starting their career from the cadre states assigned to them, after their training at the Lal Bahadur Shastri National Academy of Administration, Mussoorie.
The officers were assigned important desks related to policy and flagship programmes of the concerned ministries and departments. They were groomed by principal mentors at the level of secretary.
This is the second batch of IAS Officers to have commenced their career with a stint at the central government.
During their three-month posting with the central government, they were provided a holistic overview of the functioning of the central government. However, they started their office work from day one and disposed files related to their desk.
The objective of this initiative is to provide exposure of government of India functioning to the IAS officers at a very early stage in their career, it said.
As primary implementers in the field, this exposure would also facilitate a broader macro perspective even when the officers work in the field, the release said.",POLITICS
485,PLTE064SRC002,"Prime Minister Narendra Modi will interact with 172 newly-inducted IAS officers Thursday in New Delhi. As per a press release issued, the Prime Minister will address valedictory session of the Assistant Secretaries (IAS-2014 batch).
This is the second batch of IAS Officers to have commenced their career with a stint in the Central Government.
The officers earlier in August this year started working as Assistant Secretaries in 58 Central government departments, instead of starting their career from the cadre states assigned to them, after their training. All the officials were assigned important desks related to policy and flagship programmes of the concerned ministries and departments during their three-month posting.",POLITICS
486,PLTE064SRC003,"New Delhi, Oct 26 (PTI) Prime Minister Narendra Modi will interact with 172 newly-inducted IAS officers, who have completed their three-month stint at Centre as Assistant Secretaries, here tomorrow. These officers started working as Assistant Secretaries in 58 Central government departments w.e.f. August 1, instead of starting their career from the cadre states assigned to them, after their training at the Lal Bahadur Shashtri National Academy of Administration, Mussoorie. The officers were assigned important desks related to policy and flagship programmes of the concerned ministries and departments. They were groomed by principal mentors at the level of Secretary. The Prime Minister will address valedictory session of the Assistant Secretaries (IAS-2014 batch) here tomorrow,"" a press release issued today by Personnel Ministry said. This is the second batch of IAS Officers to have commenced their career with a stint at the central government. ""During their three-month posting with the central government, they were provided a holistic overview of the functioning of the central government. However, they started their office work from day one and disposed files related to their desk. ""The objective of this initiative is to provide exposure of government of India functioning to the IAS officers at a very early stage in their career,"" it said. As primary implementers in the field, this exposure would also facilitate a broader macro perspective even when the officers work in the field, the release said. PTI AKV RG",POLITICS
487,PLTE065SRC001,"Former Bharatiya Janata Party (BJP) leader Navjot Singh Sidhu is likely to officially join the Congress Party on Monday. 
According to sources, Sidhu wanted to join the Congress in presence of party vice-president Rahul Gandhi but since he is out of country, he decided the date accordingly. 
The Central Election Committee (CEC) of Congress for Punjab is scheduled on January 10 and the remaining 40 party candidates will be declared. 
The Punjab Congress is waiting for Rahul to return from his New Year trip abroad to get the party's campaign rolling. 
Both Sidhu and his wife had quit the BJP last year over differences with the top leadership. 
Sidhu, who had represented Amritsar in the Lok Sabha between 2004 and 2014, had accused BJP of using him as a ""decorative piece"" and trying to keep him out of Punjab. 
After resigning from the BJP, Sidhu had also formed a new political front in Punjab with India's former hockey captain Pargat Singh and Punjab MLAs Simarjit Singh Bains and Balwant Singh Bains called ""Aawaaz-e-Punjab"". 
Sidhu may contest the Punjab Assembly elections from Amritsar East, according to his wife Navjot Kaur who recently joined the Congress party. 
""He (Navjot Singh Sidhu) will tentatively contest Assembly elections from Amritsar East,"" Kaur told ANI. 
However, Punjab Deputy Chief Minister Sukhbir Singh Badal had asserted earlier that Sidhu is a ""human bomb"" and ""would explode once he entered the Congress"". 
",POLITICS
488,PLTE065SRC002,"Cricketer-turned-politician Navjot Singh Sidhu is set to join the Congress. Sources said he could join the party on January 10. He is likely to be fielded as the Congress nominee from the Amritsar East Assembly seat, now represented by his wife Navjot Kaur. 
Navjot Kaur had joined the Congress in November. The Congress had left it to the couple to decide who would contest from the seat. Kaur last week said that Sidhu may contest from Amritsar East. Sidhu, who had represented Amritsar in the Lok Sabha between 2004 and 2014 on a BJP ticket, last month met Congress vice-president Rahul Gandhi to discuss the modalities of his entry into the Congress. 
Rahul is yet to return from his New Year trip abroad, and sources said Sidhu would join the Congress only after his return because he wanted to join the party in his presence. The Central Election Committee of the Congress will also meet on January 10 to finalise the candidates for the remaining 40 seats in Punjab. The party has so far announced candidates for 77 seats in two tranches. 
Sidhu and his wife had quit the BJP last year over differences with the top leadership. 
",POLITICS
489,PLTE065SRC003,"According to sources, Sidhu will be given the choice by the Congress leadership to contest either from Amritsar East assembly constituency, held by his wife Navjot Kaur Sidhu till recently, or Amritsar Lok Sabha seat. 
The assembly elections in Punjab along with the by-poll for the Amritsar Lok Sabha seat will be held on February 4. If the former BJP MP decides against contesting the elections, the Congress will field his wife from Amritsar East whilst utilizing his services in campaigning for the party candidates across the state. 
Subsequent to stopping the BJP in September a year ago, Sidhu had been in conversation with both the AAP and the Congress. However, his negotiations with the AAP broke down after the new party rejected his demand for naming a chief ministerial candidate ahead of the polls. His wife along with former Indian hockey captain Pargat Singh later joined the Congress in November. 
Former Prime Minister Manmohan Singh will release the Congress poll manifesto for Punjab at the Congress headquarters on January 9. The Congress will likewise finalize its third and last rundown of 40 candidates on January 10 in a meeting of its central election committee, headed by Sonia Gandhi.
",POLITICS
490,PLTE066SRC001," After weeks of speculation, former cricketer-turned TV show coordinator and former MP Navjot Singh Sidhu (53) finally called on Congress Vice-President Rahul at his Tughlak Lane here on Thursday, expressing his desire to join the party. He had quit the BJP as well as the Rajya Sabha seat given to pacify him after denial of the party ticket for the Amritsar Lok Sabha election in 2014. His wife has already joined the Congress while his entry in the party was held up since he wanted Rahul to welcome him in the party while Rahul insisted on Punjab PCC chief and chief ministerial candidate Capt. Amarinder Singh induct him in the party. The party sources said Sidhu is most likely to contest the Assembly election from the Amritsar east that was held by his wife Navjot Kaur in the present Assembly as a BJP member. He had explored the possibility of both husband and wife enter the fray, but Amarinder has made it clear that exception can not be made for him in the partyâs decision not to allow the party ticket to two members of any family. 
",POLITICS
491,PLTE066SRC002," Cricketer-turned-politician Navjot Singh Sidhu 's name was missing from Congress 's third list of candidates for the assembly polls in Punjab on February 4, further fuelling speculation on whether he will join the party and contest the polls. His close aide and former Akali MLA Pargat Singh, who has joined the party with Sidhu's wife, too was not named in the list. The latest list has named 23 candidates but held back 17 of the most contentious names. This, even as the process of filing nomination papers has begun and will end on January 18. This included Amritsar East represented by Sidhu's wife Navjot Kaur . Sources said Sidhu has refused to join the party till Pargat is given a seat of his choice. While Pargat prefers the Jalandhar Cantonment seat, it is believed that Congress wants to give him Nakodar near Jalandhar. Many in Congress feel that the brass has started flirting with danger with its cautious approach. They feel that if the last few names are delayed any further, candidates will get very little time to campaign. Also, there will be no elbowroom to firefight a rebellion if one breaks out. The situation is starkly similar to the 2012 election when candidates were announced at the 11th hour. Sticking to its 'one-familyone-ticket rule', the party will field Karmjit Kaur Chaudhary, wife of Jalandhar MP Santokh Singh Chaudhary, from Phillaur (SC), while from Samana it is Rajinder Singh, son of Punjab Pradesh Congress Committee senior vicepresident, who will be fielded. Even though a section of party members were expecting Davinder Singh Gubaya, son of sitting Akali MP Sher Singh Gubaya, to be fielded against deputy CM Sukhbir Singh Badal from Jagraon, he has been nominated from Fazilka, on the third list, which consists of two women candidates, taking the total number of women to 10. Among the former Akali members, Kamaljit Singh Karwal, considered an aide of the Bains brothers in Ludhiana, has been chosen as the ""most suitable candidate"" to fight on the Congress ticket from Atam Nagar. Another ex-Akali member to find his name in the list is Pritam Singh Kotbhai from Bucho Mandi. Deepinder Singh Dhillon (Dera Bassi) and Rajwinder Kaur Bhagikay (Nihal Singh Wala-SC) are the other former Akali members on the list. Expressing satisfaction at the candidate selection, Punjab Congress president Captain Amarinder Singh said the remaining 17 seats would also be declared soon. 
",POLITICS
492,PLTE066SRC003," Congress leader Navjot Kaur on Friday said her husband Navjot Singh Sidhu will join the party in a âday or twoâ and has been assured of âsignificantâ role in Punjab if it formed government in the state. 
She also said that either she or Sidhu will contest from Amritsar East assembly constituency and if her husband fought elections, she would campaign for him. 
âSidhu will join Congress in a day or two. He has a big responsibility as he will canvass for the party across the state as a star campaigner,â she said. 
Kaur said Rahul Gandhi at meeting in New Delhi on Thursday assured the Cricketer-turned-politician of a âsignificant role in Punjabâ if the Congress formed government in the state. 
She exuded confidence that Congress would sweep Punjab assembly polls as people were fed up of the Shironami Akali Dal-Bharatiya Janata Party rule and the Aam Aadmi Party had no roots in the state. 
",POLITICS
493,PLTE067SRC001,"Tribune News Delhi
Srinagar, November 1
The opposition National Conference today launched a scathing attack on moderate separatist leader Mirwaiz Umar Farooq, alleging him of proximity to the establishment and intelligence apparatus in New Delhi.
Mirwaiz Umar Farooqs proximity to the establishment and intelligence apparatus in New Delhi is a well-known fact and the National Conference does not require sermons from someone who is willing to break bread with intelligence officers in five star hotels in New Delhi, National Conference spokesman Junaid Azim Mattu said in a statement.
The NC spokesman said the separatist leaders numerous secret rendezvous with the high and mighty in New Delhi belied his moralistic press statements in Kashmir.
Mattu expressed amusement at, what he termed, Mirwaizs moral pretence of being outraged at his partys working president and former Chief Minister Omar Abdullahs speech at New York University last month.
Omar Abdullah has the courage and stature to say openly and unambiguously what Mirwaiz Umar Farooq is known to have advocated behind closed doors in New Delhi as was revealed by the Wikileaks, Mattu said. If Mirwaiz will like, we will be happy to share the exact dates and venues of his meetings with the high and mighty captains of the intelligence apparatus in New Delhi, the spokesman said.
The separatist group headed by Mirwaiz on Monday criticised Omar for showing concern over the future of Kashmiri children, accusing that a few years ago, he (Omar) didnt hesitate facilitating the killing of  120 youngsters.
Omar Abdullahs speech in New York is only what Mirwaiz and many others consider historically accurate even if what he has said is unpalatable to some, the spokesman said.",POLITICS
494,PLTE067SRC002,"Srinagar, Nov 1 (PTI) NC today raised strong objection to moderate Hurriyat Conference chairman Mirwaiz Umar Farooq's criticism of its leader Omar Abdullah's speech at an event at New York University, and said the separatist leader was ""hoodwinking"" the people of Kashmir.

In a scathing attack on the Mirwaiz, the Jammu and Kashmir National Conference (NC) said it did not require sermons from someone who was willing to break bread with intelligence officers in five star hotels in New Delhi.

The Mirwaiz's proximity to the establishment and intelligence apparatus in New Delhi was a ""well-known fact"" and his numerous secret rendezvous with the high and mighty in New Delhi belied his moralistic press statements in Kashmir, NC spokesperson Junaid Azim Mattu said in a statement here.

He was reacting to the Hurriyat's statement on the speech of NC working president Omar Abdullah at an event at New York University recently where he said Pakistan has to first withdraw army from the Pakistan-Occupied Kashmir (PoK) before the United Nations resolutions on holding a plebiscite in Jammu and Kashmir are implemented.

Reacting to Omar's speech, the Mirwaiz had said his ""statement is along expected lines of double speak, hallmark of political parties supporting and promoting"" the consolidation of India's control of Kashmir.

The NC spokesperson said Omar had the courage and stature to say openly and unambiguously what the Mirwaiz is known to have advocated behind closed doors in New Delhi as was revealed by Wikileaks.

Omar's speech in New York is only what the Mirwaiz and many others consider to be historically accurate, Mattu said.

The NC spokesperson said the Mirwaiz should stop ""hoodwinking"" the people of Kashmir by hiding his own reluctance to call a spade a spade behind the sanctity of a genuine political sentiment in the state.

""NC believes the restoration of the pre-1953 status and granting of autonomy to J-K is a pragmatic and holistic political solution. Omar has reiterated this while speaking in New York and the party will continue to struggle for the solution we have striven for since decades.

""Omar's remarks about the technical pre-requisites for a plebiscite - as established by the United Nations - are based purely on the content and conditions listed in the UNSC resolutions that Hurriyat leaders term to be the basis of their politics,"" Mattu said.",POLITICS
495,PLTE067SRC003,"Srinagar/ Nov,1: National Conference on Tuesday said Mirwaiz Umar Farooqs proximity to the establishment and intelligence apparatus in New Delhi was a well known fact and that National Conference didnt require sermons from someone who was willing to break bread with intelligence officers in five star hotels in New Delhi. 

NC State Spokesperson Junaid Azim Mattu said Hurriyat (M) Chairman Mirwaiz Umar Farooqs numerous secret rendezvous with the high and mighty in New Delhi belied his moralistic press statements in Kashmir. 
Expressing amusement at Mirwaizs moral pretence of being outraged at Omar Abdullahs factual and accurate assertions while speaking at an even at New York University, the NC Spokesperson said Omar Abdullah has the courage and stature to say openly and unambiguously what Mirwaiz Umar Farooq is known to have advocated behind closed doors in New Delhi as was revealed by Wikileaks. 
If Mirwaiz would like, we would be happy to share the exact dates and venues of his meetings with the high and mighty captains of the intelligence apparatus in New Delhi, the NC Spokesperson said in a statement issued here on Tuesday.
We dont require sermons from Mirwaiz. Omar Abdullahs speech in New York is only what Mirwaiz and many others consider to be historically accurate even if what he has said is unpalatable to some. We all know how Mirwaiz Umar Farooq was exposed by Wikileaks when a US secret diplomatic cable revealed that Mirwaiz wanted the LoC to be converted into a permanent border and three separate legislative assemblies for Ladakh, Jammu and Kashmir regions with Chief Minister and Governor from each region on rotation basis. The cable clearly said the Mirwaiz wanted this because he was concerned about his own political future. So its quite amusing why he is suddenly livid with anger at what Abdullah has said - not sure what he is trying to prove. Unlike Mirwaiz, what Omar Abdullah has said is based on his convictions and the unadulterated truth as opposed to Mirwaiz's personal political motives as the US diplomatic cables clearly highlighted, the NC Spokesperson further added. 
The NC Spokesperson said Mirwaiz Umar Farooq should stop hoodwinking the people of Kashmir by hiding his own reluctance to call a spade a spade behind the sanctity of a genuine political sentiment in the State. A man who dines with the high and mighty of the intelligence establishment in New Delhi should at least try to stay away from podiums of morality here. Would the Mirwaiz at least have the courage to acknowledge the identity of his fathers assassins? A person unable to do even that can hardly hold up a mirror to others, the NC Spokesperson said. 
The NC Spokesperson said what Omar Abdullah stated in New York was not only factually correct but also historically accurate. ""National Conference believes the restoration of the pre-1953 status and granting of Autonomy to J&K is a pragmatic and holistic political solution. Omar Abdullah has reiterated this while speaking in New York and the party will continue to struggle for the solution we have striven for since decades. His remarks about the technical pre-requisites for a Plebiscite - as established by the United Nations - are based purely on the content and conditions listed in the UNSC resolutions that Hurriyat leaders term to be the basis of their politics. Sadly most of them have never read the resolutions - which is another travesty"", the NC Spokesperson said.",POLITICS
496,PLTE068SRC001,"Concerned over Indiaâs dismal performance in Rio Olympics, where it could manage only two medals, the government is taking a serious note of Indiaâs poor track record in the highest sporting arena in the world. It has prepared a draft action plan where it has ambitiously targeted 50 medals in the 2024 Olympics. For this, the Niti Aayog has prepared a 20-point action plan where it has suggested that by prioritising 10 sports with high winning potential and in which India has won medals in the past, the objective can be achieved.

Incidentally, it has also praised the previous UPA regimeâs effort of cleansing the sports administration through the draft National Sports Development Bill, 2013, which the Manmohan Singh-led dispensation had unsuccessfully tried to get through in Parliament.

The strategy paper has come in the aftermath of Prime Minister Narendra Modi announcing in August that a task force for the next three Olympics would soon be formed to suggest measures to improve Indiaâs performance in the worldâs premier sporting event.

Sources privy to the development said that the PMO was disappointed with the fact that after bagging its richest ever haul of six medals in 2012 London Olympics, India, despite sending its largest ever contingent of 100 plus athletes, could manage only two medals in Rio. Subsequently, the government think tank came up with the strategy paper titled âLetâs Play â An Action Plan to achieve 50 Olympic Medals.â

The Niti Aayog as a short term strategy has suggested to the government that it is important to prioritise 10 sports and develop an outcome oriented action plan for each of these sports.

âCountries like Kenya and Jamaica participate in only two Olympics sports but have managed to get a medal tally of 100 and 78 respectively. The 10 priority sports should be ones with high winning potential as well as those in which India has won medals in the past. The action plan should be extensive in its coverage,â the Niti Aayog has recommended.

It (the plan) should include targets in the next four year cycle, training and coaching schedules to achieve those targets, medical, psychological and drug test schedules, institutional and private support systems for all categories of players of each sport. Each action plan should be reviewed after every 4 years and its outcomes assessed annually, the action plan suggests.

As part of long term measures, the Niti Aayog has underlined that the principle of âcatching them youngâ should be adapted.

âStudies suggest that a growing number of coaches, parents, and children believe that the best strategy to produce superior young sportspersons is to have them specialised in one sport from an early age. This strategy has produced successful young sportspersons across different countries in the recent Olympics. Chinaâs successful sportspersons in swimming had their talent identified at an age of 4 â 5 years. Similarly, the recent success of Germany in football has been attributed to successful youth academies of under-12-year olds,â it said.

Presently, the only provision India has to identify young talent is through Sports Authority of Indiaâs (SAI) National Sports Talent Contest, (NSTC) Scheme. The NSTC scheme scouts sports talent in the age group of 8 â 14 years from schools and nurtures them into future medal hopes by providing scientific training.

âHowever there is lack of awareness towards this scheme and lack of focus towards developing individual talent in the age group of 5 â 10 years.

The talent can be scouted through national level competitions for the priority sports. These competitions can start from the tehsil level across all schools and conclude at the national level. This annual competition across the 10 priority sports should be well publicized so as to reach all corners of the country. Both private and public schools should be allowed to participate.â the Niti Aayog has suggested.

It has also rued the fact that there is a lack of sports academies that target individual sport disciplines in India.",POLITICS
497,PLTE068SRC002,"Government's think-tank Niti Aayog has devised a short-term and medium-to-long term action plan to help India achieve 50 medals in 2024 summer Olympics.



The premier policy-making body said it is ""disappointing"" that the world's second-most populous country with world-class talent in various disciplines has not been able to produce champions in sports.



In its action plan for ""revitalising sports in India"", Niti Aayog said India still does not have a conducive environment for sports to polish the talent of Indian sportspersons and make them at par with their global counterparts.



""Efforts need to be undertaken at each level, from family and communities to schools, regional academies, states and national level. These efforts need to be aimed at radically increasing the level of sporting activities, filling the gaps in the system and monitoring for lags,"" it said.



Such efforts should help in overcoming existing societal barrier towards sports that can be summarised in the popular phrase, ""Kheloge kudoge to honge kharab, padhoge likhoge to banoge nawab"", it added.



The short-term vision (4-8 years) envisages targeting a group of priority sports, organising sportspersons into three groups for each priority sport, harnessing the potential of indigenous and regional sports, selecting world-class coaches as well as a grading system for coaches.



It will also focus on a sports injury insurance scheme, strengthening and scaling up of existing SAI training centres, facilitating creation of sports academies for individual sports, creating a digital database for sports, implementing national sports code and sports Bill and promoting revenue generating methods for team leagues of priority sports.



While the medium to long term vision (8-15 years) will focus on identifying talent at a young age, having sports curriculum in schools, a dedicated training programme for coaches, encouraging development of sports infrastructure through private or PPP mode and developing a health and psychological support division.



Stress in the medium to long term will also be on the consistent funding of contracts, hosting international events in priority sports as well as promoting a culture of sports in the country.



On funding of sportspersons, Niti Aayog said it has been observed that various sportspersons and/or sports academies receive erratic funding from one year to another.



To overcome this and provide constant support, it is recommended by the Aayog that after each Olympics, a fixed 4-year contract is signed between SAI (Sports Authority of India) and sportspersons from Group A sportspersons, keeping in mind the funding required by them up to the next Olympics and other international events in between.



For Group B and C also, the budgets for the next 4 years should be fixed, with consistent funding allocation for each year. Funding data for all the groups should be publicly made available as soon as it gets finalised, it suggested.",POLITICS
498,PLTE068SRC003,"NEW DELHI: Aiming for 50 medals in the 2024 Olympic games, the Niti Aayog on Wednesday released a 20-point action plan to hit the target.

Niti Aayog CEO Amitabh Kant said the action plan (Letâs play) aimed to initiate âdebate among stakeholders and the public at largeâ.

Kant said the passing of the National Sports Code and Sports Bill, 2013, was long delayed and needed to be enacted at the earliest to ensure structural changes in policies.

The bill, has has been plagued by administrative and political bottlenecks and the absence of a consensus on fixing terms and tenures of sports administrators since 2013.

The bill seeks to fix the age limit of sports administrators. The action plan consists of short-term and long-term agendas to meet the target of winning 50 medals in 2024. The short-term vision is for 4 to 8 years, while the long-term vision is for 8 to 15 years.

The plan also recommends that the schools include sports as part of their curriculum and award marks, besides advocating equal pay for sports teachers. The performance in sports should be given equal priority as other academic subjects, the Niti Aayog said, while adding that the performance in sports can be added to the overall evaluation.

The Niti Aayog has also advocated that the age limit for training of sportspersons be lowered from the current 12 years to eight years. The planning body has also advocated encouraging and identifying children, as young as five, who show a talent in sports.

Taking a leaf out of Jamaica and Keyaâs book, the Niti Aayog has suggested that a few sports be identified and focused upon.",POLITICS
499,PLTE069SRC001,"Around 90 Punjabis of Indian-origin from Canada will fly to Punjab to campaign for Aam Admi Party (AAP) in 16 of the state's largest constituencies for the upcoming assembly elections.
They will arrive in Punjab on January 19.
""I want to be a part of real change,"" Surinder Mavi, a 31-year-old Brampton resident who helped in organising the plane load of AAP ""election volunteers"", was Quote: d as saying by Toronto Star.
Mavi said the Toronto area volunteers were part of a campaign that will see thousands of Indian expatriates arrive in Delhi in Punjab to help AAP in the elections.
Mavi's political awakening began with his arrival in Canada eight years ago, when he realised bribes were unnecessary, and basic rules, like stopping at red lights, were respected.
For the election, Mavi will ride an AAP campaign bus that will rally support in 16 of Punjab's largest constituencies.
He had joined the Canadian branch of AAP, which had burst onto the Indian political scene two years ago with a platform of ending the culture of ""bribe-taking,"" the daily reported.
The key platform issues in campaign will be AAP's proposals to fight widespread drug abuse among the youth and programmes to give farmers more money for their crops.
Azad Kaushik, Canadian president of the Overseas Friends of BJP , admitted to ""an anti-incumbency factor"" in Punjab. But he told the Star over the phone from Delhi, where he was visiting, that the BJP 's economic record would keep its coalition with Shiromani Akali Dal (SAD) in power in Punjab.
Kaushik also accused AAP of having ""failed miserably"" in Delhi, which it governs. ""Polls in the last several months have indicated widely different results. But all show the AAP having a significant impact (in Punjab),"" it reported.
The Punjab elections is likely to witness a three-way fight between SAD-BJP, Congress and AAP in all 117 seats.
",POLITICS
500,PLTE069SRC002,"
Non-Residents of India (NRIs) have been actively participating in polling. A number of NRIs from Canada and European countries has arrived in the city or planning to come to their home constituencies to support their candidates. It is for the first time, when people are coming to campaign for candidates. Inderjeet Singh, a businessman from Toronto, came to the city to take part in campaigning for the Aam Aadmi Party candidate. He said: âI am the supporter of AAP as the state needs a change. The candidate of AAP is from a humble background. Some of my friends from Canada are also coming to join the campaign. We will not leave any stone unturned.â Hardev Singh, a citizen of the USA, wanted to make people aware about their voting rights. âThe right of vote is a major weapon in democracy for the change. I have been living in California since 1997. Punjab have same resources but we are far behind only due to the corrupt political system. We want the same system here. Now, the state has an alternative. Hence, we are here to make the most of the opportunity.â NRI truck drivers in Dubai and other Arab countries are also campaigning for political leaders in villages. While speaking at a political rally, Bobby Mann, a Canadian citizen, said: âWe left our comforts for the betterment of the state. The NRI community was disturbed due to desecration incidents and the drug menace in Punjab. We want our state prosperous and happy.â The NRIs are not only paying physically visits, but also had been making phone calls to their relatives to cast vote for change. Nimrat Kaur, a local resident, said: âI donât have any interest in my politics. But my cousin brother who resides in the UK called me and asked to vote for his favourite candidate.â
",POLITICS
